Source,Target,Count
 klimakrise, quandt,1
 klimakrise, piëch,1
 klimakrise, netzstreikfürsklima,3
 klimakrise, coronacrisis,1
 klimakrise,klimapaket,2
 klimakrise, masken,1
 klimakrise, luft,1
 klimakrise, bailouttheplanet,1
 klimakrise, klimarettungsschirm,1
 klimakrise,landschafftverbindung,1
 klimakrise, lsv,1
 klimakrise,covid2019de,1
 klimakrise, divestment,1
 klimakrise,klimakonferenz,2
 klimakrise,demo,1
 klimakrise, flensburg,1
 klimakrise,waldbrände,1
 klimakrise,antarktis,1
 klimakrise, windenergie,2
 klimakrise, siemens,1
 klimakrise, publikationen,1
 klimakrise, fridaysforhubraum,1
 klimakrise, menschenrechte,1
 klimakrise, klimaleugner,1
 klimakrise,solarwirtschaft,1
 klimakrise, speicher,1
 klimakrise, es2050,1
 klimakrise, 10vor10,1
 klimakrise, wärme,1
 klimakrise, waermeinitiative,1
 klimakrise, davos,2
 klimakrise,defätismus,1
 klimakrise,video,1
 klimakrise,phoenixpersönlich,1
 klimakrise, unwort,1
 klimakrise, wort,1
 klimakrise, vulkanausbrüche,1
 klimakrise,australien,2
 klimakrise,hetze,1
 klimakrise, exitcoal,1
 klimakrise,medien,1
 klimakrise,oesterreich,1
 klimakrise, neustartklima,6
 klimakrise,werteunion,1
 klimakrise,drogenpolitik,1
 klimakrise, scientistsfordrugpolicyreform,1
 klimakrise, krieggegendrogen,1
 klimakrise, drugpolicyreform,1
 klimakrise, harmreduction,1
 klimakrise, klimarettung,1
 klimakrise, victoria,1
 klimakrise,dänemark,1
 klimakrise, climatedebate,1
 klimakrise, spdbt19,1
 klimakrise, verantwortung,1
 klimakrise, nichtmeinklimapaket,2
 klimakrise, bezahlt,1
 klimakrise,blackfriday,1
 klimakrise, twitterlehrerzimmer,1
 klimakrise,feminists,1
 klimakrise,neustartklima,1
 klimakrise, unserespd,1
 klimakrise,lehrer,1
 klimakrise, schule,1
 klimakrise, bringafriendfriday,1
 klimakrise, lehrer,1
 klimakrise,rostock,1
 klimakrise, actow,1
 klimakrise, filmforfuture,1
 klimakrise, venedig,1
 klimakrise, bäume,1
 klimakrise, spdvorsitz,1
 klimakrise,sydney,1
 klimakrise,fossilfreeeib,1
 klimakrise,venedig,1
 klimakrise,mauerfall,1
 klimakrise, freiheit,1
 klimakrise, klimanotfall,1
 klimakrise, neoliberalismus,1
 klimakrise,quaschning2go,1
 klimakrise,neuegedanken,1
 klimakrise, klimasekte,1
 klimakrise, claramayer,1
 klimakrise, nebentätigkeiten,1
 klimakrise, volkswagen,1
 klimakrise,promisforfuture,1
 klimakrise, promis,1
 klimakrise, feminismus,2
