Id,Count,Named,Original
 luangprabang,13,unamed, luangprabang
20settembre,13,unamed,20settembre
 globalclimatestrikeindia,13,Action,climatestrike
 aberdeen,13,unamed, aberdeen
 tibet,13,unamed, tibet
 siccità,13,unamed, siccità
 weather,13,unamed, weather
 our_greta,13,Greta Thunberg,greta
 kanzler,13,unamed, kanzler
 气候危机没有疫苗,13,unamed, 气候危机没有疫苗
 bristol,13,unamed, bristol
 stopmagrovedegradation,13,unamed, stopmagrovedegradation
 gurgaon,13,unamed, gurgaon
 thebuxwahaforest,13,unamed, thebuxwahaforest
 reich,13,unamed, reich
 keinekohlefuerdiekohle,13,unamed, keinekohlefuerdiekohle
 fridaysforfutureiwate,13,#FridayForFuture,fridaysforfuture
 th3_end_is_nye,13,unamed, th3_end_is_nye
 iwantyoutopanic,13,unamed, iwantyoutopanic
 flightshame,13,unamed, flightshame
 mallacoota,13,unamed, mallacoota
pulseofeurope,13,unamed,pulseofeurope
gutesklimagesetz,13,FFF DE,klima
 bpt,13,unamed, bpt
 niemehrcsu,13,unamed, niemehrcsu
parteien,13,unamed,parteien
 permafrost,13,unamed, permafrost
teamwork4climate,13,#FridayForFuture,climate
 gemeinsam,13,unamed, gemeinsam
winning,13,unamed,winning
lobauautobahn,13,unamed,lobauautobahn
 vegancommunity,13,unamed, vegancommunity
 natale2021,13,unamed, natale2021
 savetrees,13,unamed, savetrees
 dogsoftwitter,13,unamed, dogsoftwitter
 zurich,13,unamed, zurich
 feinde,13,unamed, feinde
 notstromaggregat,13,unamed, notstromaggregat
riscaldamentoglobale,13,unamed,riscaldamentoglobale
 legalisierung,13,unamed, legalisierung
 sudbury,13,unamed, sudbury
bohn,13,unamed,bohn
 vihreäsiirtymä,13,unamed, vihreäsiirtymä
 identitätspolitik,13,German politics,politik
 essenretten,13,unamed, essenretten
 klimarevolution,13,FFF DE,klima
grevepeloclima,13,unamed,grevepeloclima
 spahn,13,unamed, spahn
 svpol,13,unamed, svpol
 allesistdrin,13,unamed, allesistdrin
 sachsen,13,unamed, sachsen
 braunerlaschet,13,German politics,laschet
schuldumkehr,13,unamed,schuldumkehr
 i̇klimi̇çinokulgrevi,13,unamed, i̇klimi̇çinokulgrevi
storck,13,unamed,storck
 कोरोना_हारेगा_भारत_जीतेगा,13,unamed, कोरोना_हारेगा_भारत_जीतेगा
 pnrr,13,unamed, pnrr
 in15jahrenaufnull,13,unamed, in15jahrenaufnull
2doc,13,unamed,2doc
testpflicht,13,unamed,testpflicht
music4climate,13,#FridayForFuture,climate
 music4climate,13,#FridayForFuture,climate
 ac1903,13,unamed, ac1903
 fcas,13,unamed, fcas
 muenchen,13,unamed, muenchen
 sffhannover,13,unamed, sffhannover
 planttreessavetheearth,13,unamed, planttreessavetheearth
cdp,13,unamed,cdp
 maßnahmen,13,unamed, maßnahmen
 geld,13,unamed, geld
hottestyearever,13,unamed,hottestyearever
 pflege,13,unamed, pflege
 digitalstrikeoxford,13,Action,digitalstrike
 senioren,13,unamed, senioren
globalstrikeonline,13,unamed,globalstrikeonline
thereisnoclimatecrisis,13,#FridayForFuture,climatecrisis
 friedenfürsklima,13,FFF DE,klima
livestreamforfuture,13,unamed,livestreamforfuture
 policestate,13,unamed, policestate
 earthdaylive,13,#FridayForFuture,earthday
 ökorassismus,13,unamed, ökorassismus
13mars,13,unamed,13mars
 seattlecovid19,13,Covid,covid19
 antifaschismus,13,unamed, antifaschismus
 kenyanclimateactivists,13,Action,activists
emergènciaclimàtica,13,unamed,emergènciaclimàtica
norrtälje,13,unamed,norrtälje
grundeinkommen,13,unamed,grundeinkommen
posillipo,13,unamed,posillipo
 beata,13,unamed, beata
 bushfirecrisisaustralia,13,unamed, bushfirecrisisaustralia
climateprotection,13,#FridayForFuture,climate
bochum,13,unamed,bochum
 zwickau,13,unamed, zwickau
 lcpbref,13,unamed, lcpbref
acciónclimática,13,unamed,acciónclimática
 generalelection,13,unamed, generalelection
 lucke,13,unamed, lucke
 zerohour,13,unamed, zerohour
 huiledepalme,13,unamed, huiledepalme
friedrichshafen,13,unamed,friedrichshafen
 神戸大学,13,unamed, 神戸大学
überlingen,13,FFF DE,berlin
 friedrichshafen,13,unamed, friedrichshafen
 fw,13,unamed, fw
wollersheim,13,unamed,wollersheim
negazionismo,13,unamed,negazionismo
 ikpiketnietlanger,13,unamed, ikpiketnietlanger
 foto,13,unamed, foto
 pertini,13,unamed, pertini
 themahajan,13,unamed, themahajan
doha,13,unamed,doha
 atleticaleggera,13,unamed, atleticaleggera
 fulda,13,unamed, fulda
facepalm,13,unamed,facepalm
 sozialisten,13,unamed, sozialisten
 protestas,13,unamed, protestas
 b2009,13,unamed, b2009
shopstop,13,unamed,shopstop
environmentmw,13,unamed,environmentmw
wettribe,13,unamed,wettribe
 lifestyle,13,unamed, lifestyle
 airbag,13,unamed, airbag
ideologie,13,unamed,ideologie
 keep1,13,unamed, keep1
 gardenersworld,13,unamed, gardenersworld
extremistisch,13,unamed,extremistisch
happybirthdaygreta,13,Greta Thunberg,greta
law,13,unamed,law
 cloudy,13,unamed, cloudy
ökoterrorismus,13,unamed,ökoterrorismus
 news,13,unamed, news
 e2310,13,unamed, e2310
 programmer,13,unamed, programmer
 motivation,13,unamed, motivation
 hitze,13,unamed, hitze
 welt,13,unamed, welt
 wirhabeneinewahl,13,unamed, wirhabeneinewahl
 nokkk,13,unamed, nokkk
 links,13,unamed, links
 breakfast,13,unamed, breakfast
tierfabriken,13,unamed,tierfabriken
 wildsau,13,unamed, wildsau
 allefür1komma5grad,13,unamed, allefür1komma5grad
waldbesetzer,13,unamed,waldbesetzer
 baumhaus,13,unamed, baumhaus
 fridaylivestream,13,#FridayForFuture,friday
 flood,13,unamed, flood
 savecamboata,13,unamed, savecamboata
abpfossielvrij,13,unamed,abpfossielvrij
seebrücke,13,unamed,seebrücke
 dörfer,13,unamed, dörfer
 contestquestion,13,unamed, contestquestion
taz,13,unamed,taz
 weltuntergang,13,unamed, weltuntergang
 desescaladaresponsable,13,unamed, desescaladaresponsable
 massenwahn,13,unamed, massenwahn
 wellfarenotwarfare,13,unamed, wellfarenotwarfare
 secret,13,unamed, secret
 spirituality,13,unamed, spirituality
 oberwestrich,13,German politics,rwe
 deinplakatfürberlin,13,FFF DE,berlin
 kolonialismus,13,unamed, kolonialismus
soforthilfe,13,unamed,soforthilfe
twitterlehrerzimmer,13,unamed,twitterlehrerzimmer
 desserts,13,unamed, desserts
povertycrowdfund,13,unamed,povertycrowdfund
tuesdaythoughts,13,unamed,tuesdaythoughts
afdp,13,German politics,afd
 victoriabc,13,unamed, victoriabc
 medioambiente,13,unamed, medioambiente
 alteeichebleibt,13,unamed, alteeichebleibt
 aktionunterholz,13,unamed, aktionunterholz
 cdunje20,13,German politics,cdu
 twitchtv,13,unamed, twitchtv
cleanbeachtour,13,unamed,cleanbeachtour
 spring2020,13,unamed, spring2020
boellerverbot,13,unamed,boellerverbot
newday,13,unamed,newday
 positivevibrations,13,unamed, positivevibrations
viernesporelfuturo,13,unamed,viernesporelfuturo
 walmartblackfriday,13,#FridayForFuture,friday
millefoglie,13,unamed,millefoglie
mozzarella,13,unamed,mozzarella
picnicallinferno,13,unamed,picnicallinferno
 saturdaymorning,13,unamed, saturdaymorning
 security,13,unamed, security
 glauber,13,unamed, glauber
 sukirtikandpal,13,unamed, sukirtikandpal
 octobervibes,13,unamed, octobervibes
 ecocidio,13,unamed, ecocidio
 evomorales,13,unamed, evomorales
 seawatch3,13,unamed, seawatch3
 unaltrofuturoèpossibile,13,unamed, unaltrofuturoèpossibile
 buenviernes,13,unamed, buenviernes
elycathedral,13,unamed,elycathedral
 germans,13,unamed, germans
 fursuitfriday,13,#FridayForFuture,friday
 ventisette09fr,13,unamed, ventisette09fr
 flashbackfriday,13,#FridayForFuture,friday
 journey,13,unamed, journey
survivorau,13,unamed,survivorau
 f35,13,unamed, f35
 sunflower,13,unamed, sunflower
 ourearthneedsus,13,unamed, ourearthneedsus
 dakolo,13,unamed, dakolo
savesoilbengaluru,13,unamed,savesoilbengaluru
 climatemergency,13,#FridayForFuture,climate
 l2l,13,unamed, l2l
 berniebeatstrump,13,unamed, berniebeatstrump
halloween2019,13,unamed,halloween2019
 transformingindia,13,unamed, transformingindia
habeckruecktritt,13,unamed,habeckruecktritt
bhadrakali,13,unamed,bhadrakali
 telangana,13,unamed, telangana
 kjoys,13,unamed, kjoys
formel1,13,unamed,formel1
savesoilsaveenvironment,13,unamed,savesoilsaveenvironment
allstars7,13,unamed,allstars7
 clearskin,13,unamed, clearskin
photo,13,unamed,photo
systemwechsel,13,unamed,systemwechsel
ac2503,13,unamed,ac2503
ukrainewar,13,unamed,ukrainewar
animali,13,unamed,animali
dnt,13,unamed,dnt
pohjoinenulottuvuus,13,unamed,pohjoinenulottuvuus
workinprogress,13,unamed,workinprogress
oxfam,13,unamed,oxfam
bildlive,13,unamed,bildlive
huelgaglobalporelclima,13,unamed,huelgaglobalporelclima
buonanotte,13,unamed,buonanotte
flutkatastophe,13,unamed,flutkatastophe
sdgs7,13,unamed,sdgs7
worldwaterweek,13,German politics,rwe
mossmorran,13,unamed,mossmorran
starkregen,13,unamed,starkregen
glsstandpunkt,13,unamed,glsstandpunkt
evironmentalism,13,unamed,evironmentalism
lifeonland,13,unamed,lifeonland
digitalstrikepune,13,Action,digitalstrike
maaneskin,13,unamed,maaneskin
10maggio,13,unamed,10maggio
mindthecap,13,unamed,mindthecap
vacunaparalacrisisclimatica,13,unamed,vacunaparalacrisisclimatica
divestment,13,unamed,divestment
mommasaidcleanitup,13,unamed,mommasaidcleanitup
nonhumanrights,13,unamed,nonhumanrights
oceanandclimateemergency,13,#FridayForFuture,climateemergency
year2021,13,unamed,year2021
energystorage,13,unamed,energystorage
autogesellschaft,13,unamed,autogesellschaft
educacionambientalesrevolución,13,unamed,educacionambientalesrevolución
decarbonize,13,unamed,decarbonize
aufwachen,13,unamed,aufwachen
recognizesovereignty,13,unamed,recognizesovereignty
audi,13,unamed,audi
карпати,13,unamed,карпати
kempten,13,unamed,kempten
composting,13,unamed,composting
konjunkturmitzukunft,13,unamed,konjunkturmitzukunft
notoracism,13,unamed,notoracism
hungerstreik,13,unamed,hungerstreik
futureofwork,13,unamed,futureofwork
großkonzerne,13,unamed,großkonzerne
meditation,13,unamed,meditation
thefuturewechoose,13,unamed,thefuturewechoose
高野豆腐,13,unamed,高野豆腐
lichtaus,13,unamed,lichtaus
solaranlagen,13,unamed,solaranlagen
coronavirusat,13,Covid,corona
foodbloggers,13,unamed,foodbloggers
wirtschaftsministerium,13,unamed,wirtschaftsministerium
parenting,13,unamed,parenting
valentines2020,13,unamed,valentines2020
gemeine,13,unamed,gemeine
nonewfossilfuels,13,Material,fossilfuels
antarctica2020,13,unamed,antarctica2020
staytuned,13,unamed,staytuned
epstein,13,unamed,epstein
straße,13,unamed,straße
geothermal,13,unamed,geothermal
casalettori,13,unamed,casalettori
australianbushfiredisaster,13,unamed,australianbushfiredisaster
sozialerausgleich,13,unamed,sozialerausgleich
fixarticle6,13,unamed,fixarticle6
fridayreads,13,#FridayForFuture,friday
climateelection,13,#FridayForFuture,climate
cumbredelclima,13,unamed,cumbredelclima
blackfridayfights,13,#FridayForFuture,friday
climatica,13,unamed,climatica
siegburg,13,unamed,siegburg
motril,13,unamed,motril
saafniyatsahivikas,13,unamed,saafniyatsahivikas
nov15th2019,13,unamed,nov15th2019
fashionweek,13,unamed,fashionweek
notmeus,13,unamed,notmeus
pariser,13,unamed,pariser
diwali,13,unamed,diwali
stromgeneratoren,13,unamed,stromgeneratoren
hevrinkhalaf,13,unamed,hevrinkhalaf
soschiquitania,13,unamed,soschiquitania
umwelthilfe,13,unamed,umwelthilfe
release,13,unamed,release
windtree,12,unamed,windtree
 dc,12,unamed, dc
 klimakatastropheistjetzt,12,FFF DE,klima
 windpower,12,unamed, windpower
 costofliving,12,unamed, costofliving
 habeckruecktritt,12,unamed, habeckruecktritt
 globalisierung,12,unamed, globalisierung
 laudatosi,12,unamed, laudatosi
 climasv,12,unamed, climasv
 finland,12,unamed, finland
 f4fystrikers,12,#FridayForFuture,f4f
 bankingonabetterfuture,12,unamed, bankingonabetterfuture
 earthdayeveryday,12,#FridayForFuture,earthday
 買い物は投票,12,unamed, 買い物は投票
 energiesparen,12,unamed, energiesparen
 banprivatecars,12,unamed, banprivatecars
 indunited,12,unamed, indunited
 actionaidbangladesh,12,unamed, actionaidbangladesh
 climatebarbage,12,#FridayForFuture,climate
 11febbraio,12,unamed, 11febbraio
 schoolstrike2021,12,unamed, schoolstrike2021
 learningsociety,12,unamed, learningsociety
treemendous,12,unamed,treemendous
 cop26plastics,12,Agreement,cop26
peoplevsfossilfuels,12,Material,fossilfuels
hashtags,12,unamed,hashtags
 treatacrisislikeacrisis,12,unamed, treatacrisislikeacrisis
 desertificationanddroughtday,12,unamed, desertificationanddroughtday
 ilmastohätätila,12,unamed, ilmastohätätila
 youth2030,12,unamed, youth2030
 fabricadelateleacosadores,12,unamed, fabricadelateleacosadores
 fridaysforfuturepakistan,12,#FridayForFuture,fridaysforfuture
 notyoursacrificezone,12,unamed, notyoursacrificezone
 earthweek,12,unamed, earthweek
intergenerational,12,unamed,intergenerational
 equality,12,unamed, equality
 suezcanal,12,unamed, suezcanal
mountainsnotmines,12,unamed,mountainsnotmines
 catalunya,12,unamed, catalunya
gambia,12,unamed,gambia
hoax,12,unamed,hoax
 internationalhumanrightsday,12,unamed, internationalhumanrightsday
 mumbaikars,12,unamed, mumbaikars
 exhibition,12,unamed, exhibition
 turtle,12,unamed, turtle
notyoursacrificezone,12,unamed,notyoursacrificezone
 latinamericaisonfire,12,unamed, latinamericaisonfire
 symces,12,unamed, symces
 danceforclimate,12,#FridayForFuture,climate
 モーリシャス重油流出事故,12,unamed, モーリシャス重油流出事故
wecanchange,12,unamed,wecanchange
 fffsuomi,12,#FridayForFuture,fff
 leadonclimate,12,#FridayForFuture,climate
 keepoilinsoil,12,unamed, keepoilinsoil
 stayathomesavelives,12,unamed, stayathomesavelives
 zeroemissions,12,unamed, zeroemissions
 未来に投票,12,unamed, 未来に投票
 savecongoforest_fauna_flora,12,unamed, savecongoforest_fauna_flora
 nocoaljapan,12,unamed, nocoaljapan
 nibras,12,unamed, nibras
 timepoy,12,unamed, timepoy
 bagneux2020,12,unamed, bagneux2020
 berniesanders2020,12,unamed, berniesanders2020
climatememes,12,#FridayForFuture,climate
 greencircle,12,unamed, greencircle
 aareyforest,12,unamed, aareyforest
 elx43,12,unamed, elx43
yeg,12,unamed,yeg
uruguay,12,unamed,uruguay
climatestrikemontreal,12,Action,climatestrike
 28000porelclima,12,unamed, 28000porelclima
 climaterebellion,12,#FridayForFuture,climate
propagandalive,12,unamed,propagandalive
 catania,12,unamed, catania
 poraccitudine,12,unamed, poraccitudine
suffragettes,12,unamed,suffragettes
 artsstrike4climate,12,#FridayForFuture,climate
 climatestrikephx,12,Action,climatestrike
 actforamazonia,12,unamed, actforamazonia
 nuevayork,12,unamed, nuevayork
seatwirl,12,unamed,seatwirl
 fintwitter,12,unamed, fintwitter
 votelaura,12,unamed, votelaura
 bethelight,12,unamed, bethelight
 habitat,12,unamed, habitat
 eco,12,unamed, eco
 klimat,12,FFF DE,klima
 byebyebojo,12,unamed, byebyebojo
 ambientemw,12,unamed, ambientemw
 grandparentsforfuture,12,unamed, grandparentsforfuture
 ilmastoisovanhemmat,12,unamed, ilmastoisovanhemmat
 letchinastrikeforclimate,12,#FridayForFuture,climate
 ilustracion,12,unamed, ilustracion
countdown,12,unamed,countdown
irtiturpeesta,12,unamed,irtiturpeesta
 strike4youth,12,unamed, strike4youth
 chapelhill,12,unamed, chapelhill
 befuture,12,unamed, befuture
 untilwearedone,12,unamed, untilwearedone
forfuture,12,unamed,forfuture
 australiafire,12,unamed, australiafire
rivoli,12,unamed,rivoli
 wearewatching,12,unamed, wearewatching
 artforchange,12,unamed, artforchange
29n,12,unamed,29n
 rural,12,unamed, rural
 hauptversammlung,12,unamed, hauptversammlung
 merz,12,unamed, merz
 klimaproteste,12,FFF DE,klima
 klimagebet,12,FFF DE,klima
oknb,12,unamed,oknb
 eutheblueforce,12,unamed, eutheblueforce
arbeitsbedingungen,12,unamed,arbeitsbedingungen
promisforfuture,12,unamed,promisforfuture
 promis,12,unamed, promis
vienna,12,unamed,vienna
 nationalrat,12,unamed, nationalrat
 cambioclimatico,12,unamed, cambioclimatico
 veganadvocacy,12,unamed, veganadvocacy
 xmas21,12,unamed, xmas21
 feedastray,12,unamed, feedastray
 animalcruelty,12,unamed, animalcruelty
fecherbleibt,12,unamed,fecherbleibt
 würgegriff,12,unamed, würgegriff
 notstromaggregate,12,unamed, notstromaggregate
 demonstration,12,unamed, demonstration
 unten,12,unamed, unten
 day17,12,unamed, day17
 piraten,12,unamed, piraten
 sähköauto,12,unamed, sähköauto
 ourhouseisonfire,12,unamed, ourhouseisonfire
virtualstrike,12,unamed,virtualstrike
standwithsapmi,12,unamed,standwithsapmi
lismorefloods,12,unamed,lismorefloods
 maltzan,12,unamed, maltzan
 globalerklimastreik,12,Action,klimastreik
tagesschau,12,unamed,tagesschau
marshallfire,12,unamed,marshallfire
fighttheclimatecrisis,12,#FridayForFuture,climatecrisis
 autumn,12,unamed, autumn
 akk,12,unamed, akk
strunz,12,unamed,strunz
 kapitalismusrausausdenköpfen,12,unamed, kapitalismusrausausdenköpfen
stern,12,unamed,stern
 biden,12,unamed, biden
 luisa,12,unamed, luisa
 godmorningfriday,12,#FridayForFuture,friday
 savethesundarbans,12,unamed, savethesundarbans
 fridaysfortheplanet,12,#FridayForFuture,friday
kommunalwahl,12,unamed,kommunalwahl
 rebeltrail,12,unamed, rebeltrail
 konjunktur,12,unamed, konjunktur
 jugend,12,unamed, jugend
earthdaylive,12,#FridayForFuture,earthday
climategate,12,#FridayForFuture,climate
 coronaviruscanada,12,Covid,corona
digitalstrikeph,12,Action,digitalstrike
 onemillionofus,12,unamed, onemillionofus
 weber,12,unamed, weber
 nolympia,12,unamed, nolympia
 nairobi,12,unamed, nairobi
 wetsuwetensolidarity,12,unamed, wetsuwetensolidarity
groupthink,12,unamed,groupthink
 publikationen,12,unamed, publikationen
 raffiwantsyou,12,unamed, raffiwantsyou
 twitch,12,unamed, twitch
 klimahölle,12,FFF DE,klima
 thisisclimatechange,12,#FridayForFuture,climatechange
listenlearnact,12,unamed,listenlearnact
wagner,12,unamed,wagner
 nswfires,12,unamed, nswfires
 climatedeedsnotwords,12,#FridayForFuture,climate
 carolsforclimate,12,#FridayForFuture,climate
twotreesaweek,12,unamed,twotreesaweek
climatereality,12,#FridayForFuture,climate
 lr,12,unamed, lr
 spdvorsitz,12,German politics,spd
 climatestrikela,12,Action,climatestrike
notjustalunch,12,unamed,notjustalunch
 lunchforfuture,12,unamed, lunchforfuture
rheinmetall,12,unamed,rheinmetall
 hindulynched,12,unamed, hindulynched
 alteweissemaenner,12,unamed, alteweissemaenner
westandwithgreta,12,Greta Thunberg,greta
 scuola,12,unamed, scuola
 fridaysfortaxes,12,#FridayForFuture,friday
erfurt,12,unamed,erfurt
salvaroclima,12,unamed,salvaroclima
 wendt,12,unamed, wendt
 abs,12,unamed, abs
 riseupmovt,12,unamed, riseupmovt
gutenmorgen,12,unamed,gutenmorgen
 flowerlover,12,unamed, flowerlover
 law,12,unamed, law
 wet,12,unamed, wet
 westvirginia,12,unamed, westvirginia
fckatomausstieg,12,unamed,fckatomausstieg
 e2210,12,unamed, e2210
virtualreality,12,unamed,virtualreality
 marketingdigital,12,unamed, marketingdigital
 impfung,12,unamed, impfung
 game,12,unamed, game
 deutschlandabernormal,12,FFF DE,deutschland
desenraizaelsistema,12,unamed,desenraizaelsistema
 peñalolen,12,unamed, peñalolen
yenilenebilir,12,unamed,yenilenebilir
 growthhacking,12,unamed, growthhacking
 monibleibt,12,unamed, monibleibt
 frontal21,12,unamed, frontal21
 sterki,12,unamed, sterki
 ka1405,12,unamed, ka1405
 klimalistehe,12,FFF DE,klima
 fridayfunday,12,#FridayForFuture,friday
 rechtaufzukunft,12,unamed, rechtaufzukunft
 23nisan,12,unamed, 23nisan
everest,12,unamed,everest
antifamagazin,12,unamed,antifamagazin
 rweabschalten,12,German politics,rwe
 sportsagainstecocides,12,unamed, sportsagainstecocides
mobilitätfüralle,12,unamed,mobilitätfüralle
 ökologie,12,unamed, ökologie
 palmoilkills,12,unamed, palmoilkills
 worldsmileday,12,unamed, worldsmileday
 prayer,12,unamed, prayer
 サスティナブル,12,unamed, サスティナブル
 contestalartindia,12,unamed, contestalartindia
 neindanke,12,unamed, neindanke
 volunteer,12,unamed, volunteer
ypg,12,unamed,ypg
 erlangen,12,unamed, erlangen
 hitzerekorden,12,unamed, hitzerekorden
 basuraleza,12,unamed, basuraleza
 chaos,12,unamed, chaos
 photographyisart,12,unamed, photographyisart
 lgbti,12,unamed, lgbti
kaufpraemie,12,unamed,kaufpraemie
 meditation,12,unamed, meditation
 kuckum,12,unamed, kuckum
 jusos,12,unamed, jusos
 dessert,12,unamed, dessert
 socialmediamarketing,12,unamed, socialmediamarketing
 joininfeelgood,12,unamed, joininfeelgood
nikon,12,unamed,nikon
 costabrava,12,unamed, costabrava
 infotweet,12,unamed, infotweet
 steam,12,unamed, steam
lindnerruecktritt,12,unamed,lindnerruecktritt
 zensur,12,unamed, zensur
 generationenfrage,12,unamed, generationenfrage
 jungwählern,12,unamed, jungwählern
 primenightrt,12,unamed, primenightrt
listentothem,12,unamed,listentothem
 aravallisindanger,12,unamed, aravallisindanger
 writerslift,12,unamed, writerslift
 weehawken,12,unamed, weehawken
 weegrow,12,unamed, weegrow
 13dic,12,unamed, 13dic
 jahbless,12,unamed, jahbless
 truth,12,unamed, truth
 target,12,unamed, target
 primark,12,unamed, primark
 newmusicfriday,12,#FridayForFuture,friday
 ornithology,12,unamed, ornithology
climatestrikeyeg,12,Action,climatestrike
 mint,12,unamed, mint
 sukirti,12,unamed, sukirti
 futurefridays,12,#FridayForFuture,friday
 sosbolivia,12,unamed, sosbolivia
 lubrizol,12,unamed, lubrizol
 noche,12,unamed, noche
votoaisedicenni,12,unamed,votoaisedicenni
 madreterra,12,unamed, madreterra
marchamundialporelclima,12,unamed,marchamundialporelclima
 puestadesol,12,unamed, puestadesol
 stormhour,12,unamed, stormhour
 sustentabilidad,12,unamed, sustentabilidad
 urbex,12,unamed, urbex
 fascisti,12,unamed, fascisti
felizfindesemana,12,unamed,felizfindesemana
 songwriter,12,unamed, songwriter
cisl,12,unamed,cisl
 globalclimateweek,12,#FridayForFuture,climate
 cisl,12,unamed, cisl
 ausgehüpft,12,unamed, ausgehüpft
 fatoyinbo,12,unamed, fatoyinbo
 icoalert,12,unamed, icoalert
rajajitigerreserve,12,unamed,rajajitigerreserve
 earthpix,12,unamed, earthpix
 berniesback,12,unamed, berniesback
 laschetvernichtetarbeitsplaetze,12,German politics,laschet
natura2000,12,unamed,natura2000
interview,12,unamed,interview
nachhaltig,12,unamed,nachhaltig
 jetzterstrecht,12,unamed, jetzterstrecht
planttree,12,unamed,planttree
 warriornation,12,unamed, warriornation
 familytrain,12,unamed, familytrain
stopfossilfuel,12,unamed,stopfossilfuel
nationalrescuedogday,12,unamed,nationalrescuedogday
veganmessage,12,unamed,veganmessage
klimapäckchen,12,FFF DE,klima
biodiversitycrisis,12,unamed,biodiversitycrisis
mobility,12,unamed,mobility
landtagswahl,12,unamed,landtagswahl
 skincaretips,12,unamed, skincaretips
politicians,12,unamed,politicians
pessoasnãolucro,12,unamed,pessoasnãolucro
haloac3,12,unamed,haloac3
padredalloglio,12,unamed,padredalloglio
enhancedweathering,12,unamed,enhancedweathering
withdrawthiscap,12,unamed,withdrawthiscap
arktinenstrategia,12,unamed,arktinenstrategia
startup,12,unamed,startup
justiciaclimáticaya,12,unamed,justiciaclimáticaya
dierichtigenfragen,12,unamed,dierichtigenfragen
wahlalter,12,unamed,wahlalter
rheinlandtrump,12,unamed,rheinlandtrump
timetoact,12,unamed,timetoact
artistofthesummer,12,unamed,artistofthesummer
zusammenveraendern,12,unamed,zusammenveraendern
foodsystems4sdgs,12,unamed,foodsystems4sdgs
falschinfirmationen,12,unamed,falschinfirmationen
sıcaklamücadeleet,12,unamed,sıcaklamücadeleet
straykids,12,unamed,straykids
artclimatetaskforce,12,#FridayForFuture,climate
youngpeopleshopeinmotion,12,unamed,youngpeopleshopeinmotion
yoveosalvame,12,unamed,yoveosalvame
forster,12,unamed,forster
climateactionbill,12,Action,climateaction
keelingcurve,12,unamed,keelingcurve
sorrynotsorry,12,unamed,sorrynotsorry
takeaction,12,unamed,takeaction
selday,12,unamed,selday
climatecriminalwatch,12,#FridayForFuture,climate
right,12,unamed,right
banplasticug,12,unamed,banplasticug
mumbaikars,12,unamed,mumbaikars
sahel,12,unamed,sahel
原住民,12,unamed,原住民
rheinland,12,unamed,rheinland
savepantanal,12,unamed,savepantanal
quizzed,12,unamed,quizzed
fffindia,12,#FridayForFuture,fff
лісовіпожежі,12,unamed,лісовіпожежі
fightforclimatejustice,12,#FridayForFuture,climatejustice
mietenwahnsinn,12,unamed,mietenwahnsinn
ırkcılığahayır,12,unamed,ırkcılığahayır
gretaultras,12,Greta Thunberg,greta
spirituality,12,unamed,spirituality
all4earth,12,unamed,all4earth
おうちごはんを楽しもう,12,unamed,おうちごはんを楽しもう
es2050,12,unamed,es2050
globalisierung,12,unamed,globalisierung
covid2019italia,12,Covid,covid
foodbanks,12,unamed,foodbanks
extinctionr,12,unamed,extinctionr
recipe,12,unamed,recipe
radfahrprämie,12,unamed,radfahrprämie
hhbue2020,12,unamed,hhbue2020
kemmerich,12,unamed,kemmerich
ourkidsfutures,12,unamed,ourkidsfutures
auwald,12,unamed,auwald
bauernproteste,12,unamed,bauernproteste
vermittlungsausschuss,12,unamed,vermittlungsausschuss
wearemad,12,unamed,wearemad
lausitzerrevier,12,unamed,lausitzerrevier
macysblackfriday,12,#FridayForFuture,friday
bonnerjugendbewegung,12,unamed,bonnerjugendbewegung
zerohunger,12,unamed,zerohunger
nov15,12,unamed,nov15
diadetodoslossantos,12,unamed,diadetodoslossantos
jülicher,12,unamed,jülicher
kaalateeka,12,unamed,kaalateeka
giveaways,12,unamed,giveaways
bestimmen,12,unamed,bestimmen
turascumadóir,12,unamed,turascumadóir
 climatecrisis,11,#FridayForFuture,climatecrisis
 earthkeepersunite,11,unamed, earthkeepersunite
 goodmorningeveryone,11,unamed, goodmorningeveryone
giornatamondialedellambiente,11,unamed,giornatamondialedellambiente
 laufzeitverlängerung,11,unamed, laufzeitverlängerung
 earthdayis365days,11,#FridayForFuture,earthday
 spanishpoint,11,unamed, spanishpoint
 fffmapa,11,#FridayForFuture,fff
 plasticban,11,unamed, plasticban
 気候危機見て見ぬふりはもうできない,11,unamed, 気候危機見て見ぬふりはもうできない
 fridaysforfuturehamburg,11,#FridayForFuture,fridaysforfuture
 riseup,11,unamed, riseup
 lossanddamagefinance,11,unamed, lossanddamagefinance
 globalextinction,11,unamed, globalextinction
 エシカル消費,11,unamed, エシカル消費
 freivonöl,11,unamed, freivonöl
 ndcs,11,unamed, ndcs
 glasgow,11,unamed, glasgow
 refusetofly,11,unamed, refusetofly
 allforclimate,11,#FridayForFuture,climate
 respectyourmother,11,unamed, respectyourmother
 marchepourleclimat,11,unamed, marchepourleclimat
पेड़_लगाओ_पृथ्वी_बचाओ,11,unamed,पेड़_लगाओ_पृथ्वी_बचाओ
 planttreesaveearth,11,unamed, planttreesaveearth
 pge,11,unamed, pge
 telecincomanipuladores,11,unamed, telecincomanipuladores
 fffmay14,11,#FridayForFuture,fff
 1m2xpersona,11,unamed, 1m2xpersona
 nosacrificezones,11,unamed, nosacrificezones
