Id,Count,Named,Original
fridaylituations,29,#FridayForFuture,friday
modihaitomumkinhai,29,unamed,modihaitomumkinhai
legalizeit,29,unamed,legalizeit
sek,29,unamed,sek
narrowwindow,29,unamed,narrowwindow
agave,29,unamed,agave
eon,29,unamed,eon
whatthecop,29,unamed,whatthecop
laschetluegt,29,German politics,laschet
grillfest,29,unamed,grillfest
hurricanes,29,unamed,hurricanes
genderequality,29,unamed,genderequality
mindestabstand,29,unamed,mindestabstand
coolestsummeryoulleverhave,29,unamed,coolestsummeryoulleverhave
weird,29,unamed,weird
kurzstreckenflüge,29,unamed,kurzstreckenflüge
socialdenial,29,unamed,socialdenial
climatebill,29,#FridayForFuture,climate
fukushima10,29,unamed,fukushima10
fightforyourhumanright,29,unamed,fightforyourhumanright
justiceformyanamar,29,unamed,justiceformyanamar
repairdontgiveup,29,unamed,repairdontgiveup
votehimout,29,unamed,votehimout
secrets,29,unamed,secrets
solaroffensive,29,unamed,solaroffensive
温暖化,29,unamed,温暖化
unep,29,unamed,unep
adilgeçiş,29,unamed,adilgeçiş
victoria,29,unamed,victoria
ichsagendeglände,29,unamed,ichsagendeglände
bäume,29,unamed,bäume
 standwithukraine️,28,unamed, standwithukraine️
 noemptypromises,28,unamed, noemptypromises
 belgium,28,unamed, belgium
 katemarvel,28,unamed, katemarvel
 conversation,28,unamed, conversation
 gender,28,unamed, gender
 solidaarisuuttasuomessa,28,unamed, solidaarisuuttasuomessa
 fridaymorning,28,#FridayForFuture,friday
 atmosphere,28,unamed, atmosphere
 ideas,28,unamed, ideas
 mountains,28,unamed, mountains
 technologyupdates,28,unamed, technologyupdates
 followbackrenewables,28,unamed, followbackrenewables
 soil,28,unamed, soil
uranium,28,unamed,uranium
 go100re,28,unamed, go100re
 tuesdaythoughts,28,unamed, tuesdaythoughts
 spd,28,German politics,spd
 afd,28,German politics,afd
 kohlekraftwerke,28,unamed, kohlekraftwerke
 stopcambo,28,unamed, stopcambo
 worldbeeday,28,unamed, worldbeeday
 forpeopleforplanet,28,unamed, forpeopleforplanet
 elektroauto,28,unamed, elektroauto
 waterpollution,28,unamed, waterpollution
 foodsecurity,28,unamed, foodsecurity
 aachen,28,unamed, aachen
 fossilfoolfree,28,unamed, fossilfoolfree
newclimatewar,28,#FridayForFuture,climate
school,28,unamed,school
 imbackbaby,28,unamed, imbackbaby
 divestfromfossilfuels,28,Material,fossilfuels
 digitalclimatestrike,28,Action,climatestrike
goodnighttwitterworld,28,unamed,goodnighttwitterworld
 actionforclimate,28,#FridayForFuture,climate
 coderedclimate,28,#FridayForFuture,climate
 greenparty,28,unamed, greenparty
 momentostorico,28,unamed, momentostorico
 気候変動に具体的な対策を,28,unamed, 気候変動に具体的な対策を
notblownwithcyclone,28,unamed,notblownwithcyclone
 takeabreathwecansolvethis,28,unamed, takeabreathwecansolvethis
 mystery,28,unamed, mystery
shellclimatecase,28,#FridayForFuture,climate
allefuer1punkt5,28,unamed,allefuer1punkt5
 rebelforlife,28,unamed, rebelforlife
 strongertogether,28,unamed, strongertogether
 criticalmass,28,unamed, criticalmass
karfreitag,28,unamed,karfreitag
 illustration,28,unamed, illustration
 covid19de,28,Covid,covid19
 ice,28,unamed, ice
aacc,28,unamed,aacc
 кліматичнийстрайк,28,unamed, кліматичнийстрайк
 nãohávacinaparaacriseclimatica,28,unamed, nãohávacinaparaacriseclimatica
 climatemw,28,#FridayForFuture,climate
 ckimatechange,28,unamed, ckimatechange
 climateactivism,28,#FridayForFuture,climate
 westayathome,28,unamed, westayathome
 nederland,28,unamed, nederland
dissestoidrogeologico,28,unamed,dissestoidrogeologico
 resiliencelab,28,unamed, resiliencelab
 paracaidista,28,unamed, paracaidista
emergenza,28,unamed,emergenza
 aviationdaily,28,unamed, aviationdaily
worldoceansday2022,28,unamed,worldoceansday2022
madarakaday,28,unamed,madarakaday
fitfor55,28,unamed,fitfor55
 climatelaw,28,#FridayForFuture,climate
 autoindustrie,28,unamed, autoindustrie
biodiversity2020,28,unamed,biodiversity2020
 extinctionr,28,unamed, extinctionr
 wennnichtjetztwanndann,28,unamed, wennnichtjetztwanndann
 würzburg,28,unamed, würzburg
beforeifallasleep,28,unamed,beforeifallasleep
 dalailama,28,unamed, dalailama
ygk,28,unamed,ygk
 younggreens,28,#FridayForFuture,younggreens
 flugverbot,28,unamed, flugverbot
cducsu,28,German politics,cdu
 gesundheitskrise,28,unamed, gesundheitskrise
climatelawsuit,28,#FridayForFuture,climate
 tschernobyl,28,unamed, tschernobyl
 dbdk2020,28,unamed, dbdk2020
hygieneregeln,28,unamed,hygieneregeln
schellnhuber,28,unamed,schellnhuber
vorstellbar,28,unamed,vorstellbar
zwangsticket,28,unamed,zwangsticket
autoprämie,28,unamed,autoprämie
angst,28,unamed,angst
naivität,28,unamed,naivität
 unverschämtheit,28,unamed, unverschämtheit
 restle,28,unamed, restle
worthalten,28,unamed,worthalten
 klimapäckchen,28,FFF DE,klima
 de,28,unamed, de
 marchaporelclima,28,unamed, marchaporelclima
 covidioten,28,Covid,covid
 makeamazonpay,28,unamed, makeamazonpay
 wahl,28,unamed, wahl
verfassungsgericht,28,unamed,verfassungsgericht
 oberbaumbrücke,28,unamed, oberbaumbrücke
digitalstrikeforclimate,28,Action,digitalstrike
neve,28,unamed,neve
 wahlalter16,28,unamed, wahlalter16
 niemehrspd,28,German politics,spd
 patientenamlimit,28,unamed, patientenamlimit
 italia,28,unamed, italia
 nomisma,28,unamed, nomisma
 drawdown,28,unamed, drawdown
 getrid,28,unamed, getrid
 nürnberger,28,unamed, nürnberger
 lesen,28,unamed, lesen
 wedare,28,unamed, wedare
 spree,28,unamed, spree
rettetdiebienen,28,unamed,rettetdiebienen
 gullmarsplan,28,unamed, gullmarsplan
tierschutz,28,unamed,tierschutz
wirtschaftsrat,28,unamed,wirtschaftsrat
nordhalbkugel,28,unamed,nordhalbkugel
 benziner,28,unamed, benziner
2020weriseup,28,unamed,2020weriseup
herz,28,unamed,herz
 forscher,28,unamed, forscher
 treibhausgasausstoß,28,Material,gas
 imaginative,28,unamed, imaginative
 eggday,28,unamed, eggday
bundeswehr,28,unamed,bundeswehr
entkriminalisierungsofort,28,unamed,entkriminalisierungsofort
klimaat,28,FFF DE,klima
dates,28,unamed,dates
forpeopleforplanet,28,unamed,forpeopleforplanet
stormdudley,28,unamed,stormdudley
environmentalprotection,28,unamed,environmentalprotection
copon4net,28,unamed,copon4net
nofutureinfossilfuels,28,Material,fossilfuels
coderedclimate,28,#FridayForFuture,climate
煤炭不能吃石油不能喝,28,unamed,煤炭不能吃石油不能喝
oildrilling,28,unamed,oildrilling
beaware,28,unamed,beaware
savewildlife,28,unamed,savewildlife
marvel,28,unamed,marvel
कोरोना_हारेगा_भारत_जीतेगा,28,unamed,कोरोना_हारेगा_भारत_जीतेगा
contest,28,unamed,contest
dannenroederforst,28,unamed,dannenroederforst
coastalroad,28,unamed,coastalroad
savetheamazon,28,unamed,savetheamazon
foodfeedfibre,28,unamed,foodfeedfibre
parachutefortheplanet,28,unamed,parachutefortheplanet
1mayisemekvedayanismagunu,28,unamed,1mayisemekvedayanismagunu
hassimnetz,28,unamed,hassimnetz
sitzplatz,28,unamed,sitzplatz
rebel4live,28,unamed,rebel4live
carfagna,28,unamed,carfagna
 globalwarming,27,#FridayForFuture,globalwarming
 renewables,27,unamed, renewables
 stopfundingfossilfuel,27,unamed, stopfundingfossilfuel
 savesoilmovement,27,unamed, savesoilmovement
 fffke,27,#FridayForFuture,fff
 renewableeuropeby2040,27,unamed, renewableeuropeby2040
 emotions,27,unamed, emotions
 vegan,27,unamed, vegan
 pipeline,27,unamed, pipeline
 onpoli,27,unamed, onpoli
 love,27,unamed, love
 気候変動,27,unamed, 気候変動
 naturephotography,27,unamed, naturephotography
 saveearth,27,unamed, saveearth
sealevels,27,unamed,sealevels
 climatestrikenow,27,Action,climatestrike
 missedyou,27,unamed, missedyou
 torino,27,unamed, torino
 savehasdeoforest,27,unamed, savehasdeoforest
 uproothesystem,27,unamed, uproothesystem
 ebikes,27,unamed, ebikes
 fitness,27,unamed, fitness
 savebuxwahasavelife,27,unamed, savebuxwahasavelife
 digitalprotest,27,unamed, digitalprotest
 cancelbunderminingproject,27,unamed, cancelbunderminingproject
 savetheokavangodelta,27,unamed, savetheokavangodelta
 klimalockdown,27,FFF DE,klima
 amthor,27,unamed, amthor
 sustainabilityinallthings,27,unamed, sustainabilityinallthings
 気候正義,27,unamed, 気候正義
 climatenews,27,#FridayForFuture,climate
 parisgoesrathaus,27,unamed, parisgoesrathaus
 secrets,27,unamed, secrets
 вирубкалісу,27,unamed, вирубкалісу
freedom,27,unamed,freedom
 savedibangvalley,27,unamed, savedibangvalley
 bandeforestation,27,unamed, bandeforestation
 stopanimalcruelty,27,unamed, stopanimalcruelty
 climateparliament,27,#FridayForFuture,climate
 saskatoon,27,unamed, saskatoon
 12octubre,27,unamed, 12octubre
climatestrikeottawa,27,Action,climatestrike
 amazzonia,27,unamed, amazzonia
 prayforamazon,27,unamed, prayforamazon
 erneuerbareenergien,27,unamed, erneuerbareenergien
 airlines,27,unamed, airlines
 nrwgenugverwüstet,27,unamed, nrwgenugverwüstet
mothersday,27,unamed,mothersday
followthemoneyke,27,unamed,followthemoneyke
 pcscbill,27,unamed, pcscbill
 letchinastrikeforcljmate,27,unamed, letchinastrikeforcljmate
earthrise,27,unamed,earthrise
stellungnahme,27,unamed,stellungnahme
 marburg,27,unamed, marburg
schenktunszukunft,27,unamed,schenktunszukunft
 dicaprio,27,unamed, dicaprio
 thirdpole,27,unamed, thirdpole
berlinblockade,27,FFF DE,berlin
 magdeburg,27,unamed, magdeburg
heidelbergcement,27,unamed,heidelbergcement
 aktion,27,unamed, aktion
autokaufpraemie,27,unamed,autokaufpraemie
nodenial,27,unamed,nodenial
 staatsfunk,27,unamed, staatsfunk
throwbackthursday,27,unamed,throwbackthursday
luftverkehrabgabe,27,unamed,luftverkehrabgabe
24hmahnwache,27,unamed,24hmahnwache
 waldgipfel,27,unamed, waldgipfel
vegans,27,unamed,vegans
 union,27,unamed, union
seattle,27,unamed,seattle
 arktinenstrategia,27,unamed, arktinenstrategia
 göpel,27,unamed, göpel
 mlpd,27,unamed, mlpd
 bonn,27,unamed, bonn
 cducsu,27,German politics,cdu
stayhomestaysafe,27,unamed,stayhomestaysafe
schoolstrikeweek,27,unamed,schoolstrikeweek
elokapina,27,unamed,elokapina
spaltemalte,27,unamed,spaltemalte
 örr,27,unamed, örr
 गुरु_नमन,27,unamed, गुरु_नमन
 sorgeweniger,27,unamed, sorgeweniger
 hessen,27,unamed, hessen
justiciaclimática,27,unamed,justiciaclimática
 stopuemercosur,27,unamed, stopuemercosur
banken,27,unamed,banken
buchkritik,27,unamed,buchkritik
teachersforfuture,27,unamed,teachersforfuture
 13marzo,27,unamed, 13marzo
 cumex,27,unamed, cumex
 rie,27,unamed, rie
wirsindmehr,27,unamed,wirsindmehr
 großeltern,27,unamed, großeltern
 wearemad,27,unamed, wearemad
 basis,27,unamed, basis
umweltministerkonferenz,27,unamed,umweltministerkonferenz
landtag4climate,27,#FridayForFuture,climate
generationgreta,27,Greta Thunberg,greta
africom,27,unamed,africom
 methan,27,unamed, methan
continental,27,unamed,continental
onestruggle,27,unamed,onestruggle
 onefight,27,unamed, onefight
keinekohlefuerdiekohle,27,unamed,keinekohlefuerdiekohle
commerzbank,27,unamed,commerzbank
 absatzhilfen,27,unamed, absatzhilfen
plakataktion,27,unamed,plakataktion
dreckwegtag,27,unamed,dreckwegtag
me0301,27,unamed,me0301
 actonclimategovegan,27,#FridayForFuture,climate
 jülicher,27,unamed, jülicher
 worldeggday,27,unamed, worldeggday
business,27,unamed,business
gaskraftwerke,27,Material,gas
maple,27,unamed,maple
exportüberschuss,27,unamed,exportüberschuss
hauptbahnhof,27,unamed,hauptbahnhof
stormfff,27,#FridayForFuture,fff
hamas,27,unamed,hamas
covidioten,27,Covid,covid
climatepoli,27,#FridayForFuture,climate
envirocoresubject,27,unamed,envirocoresubject
climatetargets,27,#FridayForFuture,climate
churchesforfuture,27,unamed,churchesforfuture
greenparty,27,unamed,greenparty
oilbusiness,27,unamed,oilbusiness
greece,27,unamed,greece
marvelaudition,27,unamed,marvelaudition
widerstand,27,unamed,widerstand
morning,27,unamed,morning
earthquake,27,unamed,earthquake
wahlalter16,27,unamed,wahlalter16
solvingtheclimatecrisis,27,#FridayForFuture,climatecrisis
saveeia,27,unamed,saveeia
おうちtftプロジェクト,27,unamed,おうちtftプロジェクト
whiteprivilege,27,unamed,whiteprivilege
coronavirusupdate,27,Covid,corona
foodies,27,unamed,foodies
recycelbar,27,unamed,recycelbar
nocdu,27,German politics,cdu
 sustainability,26,unamed, sustainability
 health,26,unamed, health
 systemchange,26,unamed, systemchange
 amawithsadhguru,26,unamed, amawithsadhguru
 freshness,26,unamed, freshness
 ug4ph,26,unamed, ug4ph
 siemensinfluencer,26,unamed, siemensinfluencer
 globalgoals,26,unamed, globalgoals
stopfinancingfossilfuels,26,Material,fossilfuels
 educategirlsforclimatejustice,26,#FridayForFuture,climatejustice
 friday,26,#FridayForFuture,friday
 cimatejustice,26,unamed, cimatejustice
 dutyofcare,26,unamed, dutyofcare
 clima,26,unamed, clima
 sfb,26,unamed, sfb
 earthhour,26,unamed, earthhour
 netzero2030,26,unamed, netzero2030
 nannahelen,26,unamed, nannahelen
 thankyou,26,unamed, thankyou
justlookup,26,unamed,justlookup
 heute,26,unamed, heute
 industrialists,26,unamed, industrialists
 g20,26,unamed, g20
 timesrunningout,26,unamed, timesrunningout
 日テレ,26,unamed, 日テレ
 rehabilitatekhori,26,unamed, rehabilitatekhori
 cornwall,26,unamed, cornwall
 stopreconafrica,26,unamed, stopreconafrica
 endplastic,26,unamed, endplastic
 climatecrises,26,#FridayForFuture,climate
 defendthesacredak,26,unamed, defendthesacredak
 climatechallenge2021,26,#FridayForFuture,climate
 skolstrejkförklimatet,26,FFF DE,klima
 ny,26,unamed, ny
 лісовіпожежі,26,unamed, лісовіпожежі
 thereisnovaccinefortheclimatecrisis,26,#FridayForFuture,climatecrisis
 timefornature,26,unamed, timefornature
 earthstrike,26,unamed, earthstrike
 stopanimalabuse,26,unamed, stopanimalabuse
 crueltyfree,26,unamed, crueltyfree
 roaring20s,26,unamed, roaring20s
 murcia,26,unamed, murcia
 avgeeks,26,unamed, avgeeks
 lovenothate,26,unamed, lovenothate
skostrejk,26,unamed,skostrejk
 wirstreikenbisihrhandelt,26,unamed, wirstreikenbisihrhandelt
 youtube,26,unamed, youtube
strikeforaustralia,26,unamed,strikeforaustralia
happynewyear2020,26,unamed,happynewyear2020
 umweltpolitik,26,German politics,politik
 rainforest,26,unamed, rainforest
 week4future,26,unamed, week4future
 ampel,26,DE Actions,ampel
 rassismus,26,unamed, rassismus
 gigafucktory,26,unamed, gigafucktory
 zukunftwählen,26,unamed, zukunftwählen
 profilepic,26,unamed, profilepic
 klimainterviews,26,FFF DE,klima
 klimaausstiegsgesetz,26,FFF DE,klima
 constantin,26,unamed, constantin
svpol,26,unamed,svpol
bge,26,unamed,bge
 umweltschutz,26,unamed, umweltschutz
 happyvalentinesday,26,unamed, happyvalentinesday
ludwig,26,unamed,ludwig
 pohjoinenulottuvuus,26,unamed, pohjoinenulottuvuus
 privatjet,26,unamed, privatjet
 klimaprotest,26,FFF DE,klima
streiken,26,unamed,streiken
savetheokavangodelta,26,unamed,savetheokavangodelta
 gruendeppen,26,unamed, gruendeppen
 niewiedersozialismus,26,unamed, niewiedersozialismus
 spende,26,unamed, spende
 followerpower,26,unamed, followerpower
 glaubensgemeinschaft,26,unamed, glaubensgemeinschaft
 rücktritt,26,unamed, rücktritt
 savana,26,unamed, savana
publicclimateschool2020,26,#FridayForFuture,climate
 venerdi13,26,unamed, venerdi13
 granniesforfuture,26,unamed, granniesforfuture
 jeffbezos,26,unamed, jeffbezos
 nimby,26,unamed, nimby
 okboomer,26,unamed, okboomer
 fixarticle6,26,unamed, fixarticle6
 ryanair,26,unamed, ryanair
neuerwe,26,German politics,rwe
 retten,26,unamed, retten
bologna,26,unamed,bologna
 proteste,26,unamed, proteste
bundestagswahl2021,26,German politics,bundestag
actintime,26,unamed,actintime
happyfriday,26,#FridayForFuture,friday
springrendezvous,26,unamed,springrendezvous
 diess,26,unamed, diess
 actnow2020,26,Action,actnow
patriarchat,26,unamed,patriarchat
 langenfeld,26,unamed, langenfeld
6dporelclima,26,unamed,6dporelclima
 valpolicella,26,unamed, valpolicella
 pariser,26,unamed, pariser
 freebiefriday,26,#FridayForFuture,friday
climateweeknyc,26,#FridayForFuture,climate
syrup,26,unamed,syrup
osterholz,26,unamed,osterholz
greencolonialism,26,unamed,greencolonialism
gruendepp,26,unamed,gruendepp
progress,26,unamed,progress
ulm,26,unamed,ulm
nomorefossilfuels,26,Material,fossilfuels
voteforclimateaction,26,Action,climateaction
fossilfueled,26,unamed,fossilfueled
perfection,26,unamed,perfection
siberia,26,unamed,siberia
fire,26,unamed,fire
wahlkampfmanipulation,26,unamed,wahlkampfmanipulation
blogging,26,unamed,blogging
mostpollutingbrands,26,unamed,mostpollutingbrands
swadeshi,26,unamed,swadeshi
freshness,26,unamed,freshness
stadt,26,unamed,stadt
protectallrainforests,26,unamed,protectallrainforests
euco,26,unamed,euco
educaciónambiental,26,unamed,educaciónambiental
buildings,26,unamed,buildings
vegetablefortwo,26,unamed,vegetablefortwo
ffm2404,26,unamed,ffm2404
balcony4climate,26,#FridayForFuture,climate
zehntausende,26,unamed,zehntausende
propagandatop,26,unamed,propagandatop
treccani,26,unamed,treccani
 dochooserenewables,25,unamed, dochooserenewables
 calamity,25,unamed, calamity
 morning,25,unamed, morning
 euw19,25,unamed, euw19
blackouts,25,unamed,blackouts
 heroes,25,unamed, heroes
fasting,25,unamed,fasting
 climatecatastrophe,25,#FridayForFuture,climate
 worldbicycleday,25,unamed, worldbicycleday
 emergency,25,unamed, emergency
 fightforonepointfive,25,unamed, fightforonepointfive
 fridaysagainstfuture,25,#FridayForFuture,friday
 fridayfun,25,#FridayForFuture,friday
 comicsforclimate,25,#FridayForFuture,climate
 friendlyreminder,25,unamed, friendlyreminder
 saveyourplanet,25,unamed, saveyourplanet
 satkhira,25,unamed, satkhira
standforplanet,25,unamed,standforplanet
insulatebritain,25,unamed,insulatebritain
 日テレnews24,25,unamed, 日テレnews24
 klimaliste,25,FFF DE,klima
 btwahl2021,25,unamed, btwahl2021
 cargobikes,25,unamed, cargobikes
 mayday,25,unamed, mayday
noweymouthcompressor,25,unamed,noweymouthcompressor
 solidaritaet,25,unamed, solidaritaet
 карпати,25,unamed, карпати
saveourforest,25,unamed,saveourforest
 savediehangpatkai,25,unamed, savediehangpatkai
 maketheconnection,25,unamed, maketheconnection
 groningen,25,unamed, groningen
 pis,25,unamed, pis
 queenelizabeth,25,unamed, queenelizabeth
 fridayworkstrike,25,#FridayForFuture,friday
 internationalrebellion,25,unamed, internationalrebellion
palermo,25,unamed,palermo
 aerospace,25,unamed, aerospace
 dogs,25,unamed, dogs
 earthday2020,25,#FridayForFuture,earthday
 silentstrike,25,unamed, silentstrike
whywestrike,25,unamed,whywestrike
 versammlungsfreiheit,25,unamed, versammlungsfreiheit
 himalayas,25,unamed, himalayas
 ilmastopolitiikka,25,unamed, ilmastopolitiikka
 zusammenverändern,25,unamed, zusammenverändern
 ernähren,25,unamed, ernähren
nettonull,25,unamed,nettonull
 spderneuern,25,German politics,spd
erneuerbarer,25,unamed,erneuerbarer
 thehiddenlifeoftrees,25,unamed, thehiddenlifeoftrees
donaucleanup,25,unamed,donaucleanup
ulmklimaneutral2035,25,FFF DE,klima
 menschen,25,unamed, menschen
radio,25,unamed,radio
 kestäväkehitys,25,unamed, kestäväkehitys
nohayplanetab,25,unamed,nohayplanetab
keinvergebenkeinvergessen,25,unamed,keinvergebenkeinvergessen
forderungen,25,unamed,forderungen
 cdurausausderregierung,25,German politics,cdu
voteforclimate,25,#FridayForFuture,climate
 ddr,25,unamed, ddr
 नव_वर्ष_अन्नदाता_के_संग,25,unamed, नव_वर्ष_अन्नदाता_के_संग
 vekehrswende,25,unamed, vekehrswende
dunjahayali,25,unamed,dunjahayali
sharedichdrum,25,unamed,sharedichdrum
kohleverstromung,25,unamed,kohleverstromung
 iomangiodacasa,25,unamed, iomangiodacasa
気候非常事態宣言,25,unamed,気候非常事態宣言
 basilicata,25,unamed, basilicata
gretastyle,25,Greta Thunberg,greta
bmwi,25,unamed,bmwi
 haan,25,unamed, haan
 houseonfire,25,unamed, houseonfire
 unitedbehindthesceince,25,unamed, unitedbehindthesceince
069forclimate,25,#FridayForFuture,climate
 lebensmittel,25,unamed, lebensmittel
 s21,25,unamed, s21
satkhira,25,unamed,satkhira
 northernireland,25,unamed, northernireland
 onestruggleonefight,25,unamed, onestruggleonefight
boxingday2019,25,unamed,boxingday2019
 ratingen,25,unamed, ratingen
artadventcalendar,25,unamed,artadventcalendar
ökodiktatur,25,unamed,ökodiktatur
 präsidenten,25,unamed, präsidenten
janshakti4jalshakti,25,unamed,janshakti4jalshakti
everydropcounts,25,unamed,everydropcounts
 jalshaktiabhiyan,25,unamed, jalshaktiabhiyan
 tgifridays,25,#FridayForFuture,friday
nsw,25,unamed,nsw
new,25,unamed,new
erdoğan,25,unamed,erdoğan
friyay,25,unamed,friyay
wef20,25,unamed,wef20
gesundheitkämpft,25,unamed,gesundheitkämpft
beeday,25,unamed,beeday
luontokato,25,unamed,luontokato
tempolimitjetzt,25,unamed,tempolimitjetzt
earthday22,25,#FridayForFuture,earthday
climatemarchkarachi,25,#FridayForFuture,climate
untergang,25,unamed,untergang
klimaregierung,25,FFF DE,klima
momoreemptyconferences,25,unamed,momoreemptyconferences
decarbonizing,25,unamed,decarbonizing
blockupy,25,unamed,blockupy
hupdolen,25,unamed,hupdolen
arrêtonscambo,25,unamed,arrêtonscambo
holdthemaccountable,25,unamed,holdthemaccountable
artenschutz,25,unamed,artenschutz
emotions,25,unamed,emotions
israelunderfire,25,unamed,israelunderfire
oxygen,25,unamed,oxygen
beyondcoal,25,unamed,beyondcoal
waehlenab16,25,unamed,waehlenab16
gesellschaftsvertrag,25,unamed,gesellschaftsvertrag
redflags,25,unamed,redflags
californiafires,25,unamed,californiafires
kohlegesetzfällen,25,unamed,kohlegesetzfällen
islands,25,unamed,islands
うちベジkitchen,25,unamed,うちベジkitchen
wo0606,25,unamed,wo0606
solobutnotalone,25,unamed,solobutnotalone
digitalizzato,25,unamed,digitalizzato
regenerativeenergien,25,unamed,regenerativeenergien
klimaschutzes,25,FFF DE,klimaschutz
bolivia,25,unamed,bolivia
lega,25,unamed,lega
sofamünster,25,unamed,sofamünster
mitmenschenwürde,25,unamed,mitmenschenwürde
 ilmastolakko,24,unamed, ilmastolakko
 consciousplanet,24,unamed, consciousplanet
 saveourburningforests,24,unamed, saveourburningforests
 thoughts,24,unamed, thoughts
energiestrategie,24,unamed,energiestrategie
 schweiz,24,unamed, schweiz
 galapagos,24,unamed, galapagos
 ambiente,24,unamed, ambiente
 food,24,unamed, food
 homeschooling,24,unamed, homeschooling
 climatestriketo,24,Action,climatestrike
 plantbased,24,unamed, plantbased
mönchsberggarage,24,unamed,mönchsberggarage
 climateactivist,24,#FridayForFuture,climate
 animalrights,24,unamed, animalrights
 swapnafoundation,24,unamed, swapnafoundation
 ilmastonmuutos,24,unamed, ilmastonmuutos
 memorialday,24,unamed, memorialday
 chokedup,24,unamed, chokedup
 climatereparationsnow,24,#FridayForFuture,climate
 guwahati,24,unamed, guwahati
 reparations,24,unamed, reparations
savetrees,24,unamed,savetrees
 greenspaces,24,unamed, greenspaces
slowtravel,24,unamed,slowtravel
 envirocoresubject,24,unamed, envirocoresubject
 bicycles,24,unamed, bicycles
 safewater4all,24,unamed, safewater4all
 grevepeloclima,24,unamed, grevepeloclima
 bugomaforestlifematters,24,unamed, bugomaforestlifematters
 solvingtheclimatecrisis,24,#FridayForFuture,climatecrisis
satyagrahaagainsteia2020,24,unamed,satyagrahaagainsteia2020
 worldindigenouspeoplesday,24,unamed, worldindigenouspeoplesday
 week17,24,unamed, week17
 eu2020decarbonise,24,unamed, eu2020decarbonise
 noexistevacunaparalacrisisclimatica,24,unamed, noexistevacunaparalacrisisclimatica
noplasticosdeunsolouso,24,unamed,noplasticosdeunsolouso
 digitalstrikeindia,24,Action,digitalstrike
 klimaatverandering,24,FFF DE,klima
 timmermans,24,unamed, timmermans
 compassionateliving,24,unamed, compassionateliving
 protecttheyintah,24,unamed, protecttheyintah
 fridayshoppingstrike,24,#FridayForFuture,friday
 halloween2019,24,unamed, halloween2019
 avgeek,24,unamed, avgeek
amazonas,24,unamed,amazonas
 1point5degreeslive,24,unamed, 1point5degreeslive
 worldpeace,24,unamed, worldpeace
 olympiahalle,24,unamed, olympiahalle
everybodynow,24,unamed,everybodynow
 smashcapitalism,24,unamed, smashcapitalism
 autolobbyismus,24,unamed, autolobbyismus
savethecongorainforest,24,unamed,savethecongorainforest
 keystone,24,unamed, keystone
katar,24,unamed,katar
 27s,24,unamed, 27s
 saarland,24,unamed, saarland
 lindner,24,unamed, lindner
 alaska,24,unamed, alaska
 zusammenveraendern,24,unamed, zusammenveraendern
 starkregen,24,unamed, starkregen
 tierschutz,24,unamed, tierschutz
 waldrodung,24,unamed, waldrodung
hofreiter,24,unamed,hofreiter
week33,24,unamed,week33
 savewolflake,24,unamed, savewolflake
 gruenermist,24,unamed, gruenermist
 arktinen,24,unamed, arktinen
campact,24,unamed,campact
 vielfalt,24,unamed, vielfalt
 cduunwaehlbar,24,German politics,cdu
eifel,24,unamed,eifel
 positivity,24,unamed, positivity
 noblackfriday,24,#FridayForFuture,friday
b2908,24,unamed,b2908
 stoprampal,24,unamed, stoprampal
luisa,24,unamed,luisa
fahrraddemo,24,unamed,fahrraddemo
 sommer2020,24,unamed, sommer2020
 sardine,24,unamed, sardine
osnabrück,24,unamed,osnabrück
xaviernaidoo,24,unamed,xaviernaidoo
 iosuonodacasa,24,unamed, iosuonodacasa
 ernten,24,unamed, ernten
zeitzuhandeln,24,unamed,zeitzuhandeln
campusforfuture,24,unamed,campusforfuture
 benz,24,unamed, benz
17punkteplan,24,unamed,17punkteplan
 lampedusacalling,24,unamed, lampedusacalling
 kohleindustrie,24,unamed, kohleindustrie
 p4f,24,unamed, p4f
iklimgrevi,24,unamed,iklimgrevi
 mahnwachelützerath,24,DE Actions,lützerath
stopecocide,24,unamed,stopecocide
litterpicking,24,unamed,litterpicking
oneminuteanswer,24,unamed,oneminuteanswer
secretwalks,24,unamed,secretwalks
mondaysforfuture,24,unamed,mondaysforfuture
 earthhouruk,24,unamed, earthhouruk
 noh8,24,unamed, noh8
timetogrowup,24,unamed,timetogrowup
 hilden,24,unamed, hilden
 gutenmorgen,24,unamed, gutenmorgen
gauland,24,unamed,gauland
gratitude,24,unamed,gratitude
 fashionweek,24,unamed, fashionweek
 förderung,24,unamed, förderung
yyc,24,unamed,yyc
 savewatersavelife,24,unamed, savewatersavelife
 family,24,unamed, family
 winner,24,unamed, winner
unten,24,unamed,unten
sugardaddys,24,unamed,sugardaddys
luonto,24,unamed,luonto
erdgas,24,Material,gas
cl,24,unamed,cl
sondierungsgespraeche,24,unamed,sondierungsgespraeche
demonstranten,24,unamed,demonstranten
endclimatesilence,24,#FridayForFuture,climate
algeria,24,unamed,algeria
nswstategov,24,unamed,nswstategov
ökomarxisten,24,unamed,ökomarxisten
olifieldworker,24,unamed,olifieldworker
plasticiskillingus,24,unamed,plasticiskillingus
protecttheplanet,24,unamed,protecttheplanet
ideas,24,unamed,ideas
indianeedsoxygen,24,unamed,indianeedsoxygen
fff_osterholz,24,#FridayForFuture,fff
